Time,Phase,Pressure,Altitude,Heading,Roll,Pitch,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
2025-12-15 21:05:57.425,0,1015.57,-19.32,318.75,-1.44,1.31,-0.37,-0.11,9.57,-0.06,-0.12,0.06,-9.56,-17.56,-50.50
2025-12-15 21:05:57.542,0,1015.57,-19.32,318.25,-0.94,1.62,-0.30,-0.17,9.46,-0.02,-0.03,0.07,-10.25,-17.25,-48.38
2025-12-15 21:05:57.655,0,1015.57,-19.34,317.81,-1.12,1.62,-0.40,-0.11,9.51,-0.01,0.05,0.08,-10.69,-18.00,-49.06
2025-12-15 21:05:57.768,0,1015.57,-19.33,317.25,-1.50,1.69,-0.44,-0.13,9.39,-0.04,0.02,0.09,-10.25,-17.25,-49.06
2025-12-15 21:05:57.884,0,1015.57,-19.34,316.62,-1.62,1.69,-0.41,-0.14,9.41,0.02,-0.01,0.10,-10.25,-16.88,-49.38
2025-12-15 21:05:57.998,0,1015.58,-19.34,315.94,-1.62,1.44,-0.36,-0.14,9.44,0.04,0.02,0.11,-11.06,-18.00,-50.19
2025-12-15 21:05:58.111,0,1015.58,-19.35,315.19,-2.00,1.19,-0.34,-0.14,9.51,0.06,0.11,0.12,-11.06,-16.19,-48.56
2025-12-15 21:05:58.226,0,1015.58,-19.35,314.38,-2.94,0.69,-0.44,-0.10,9.44,0.06,0.14,0.13,-11.38,-16.19,-49.38
2025-12-15 21:05:58.341,0,1015.57,-19.34,313.50,-3.50,0.50,-0.47,-0.13,9.42,-0.02,0.04,0.15,-11.38,-17.25,-48.88
2025-12-15 21:05:58.454,0,1015.57,-19.33,312.50,-3.50,0.44,-0.41,-0.18,9.41,0.04,-0.03,0.16,-11.75,-16.50,-49.19
2025-12-15 21:05:58.568,0,1015.58,-19.35,311.56,-3.38,0.00,-0.35,-0.09,9.39,0.04,0.02,0.17,-11.38,-16.56,-47.69
2025-12-15 21:05:58.683,0,1015.58,-19.36,310.38,-3.50,0.19,-0.43,-0.12,9.43,-0.09,0.03,0.18,-11.19,-16.56,-47.69
2025-12-15 21:05:58.796,0,1015.58,-19.36,309.19,-3.38,0.69,-0.53,-0.13,9.55,-0.06,-0.08,0.19,-11.88,-15.88,-49.38
2025-12-15 21:05:58.909,0,1015.58,-19.37,308.00,-2.44,0.88,-0.46,-0.13,9.39,-0.04,-0.21,0.20,-13.00,-15.56,-48.19
2025-12-15 21:05:59.021,0,1015.58,-19.37,306.69,-1.06,1.19,-0.29,-0.11,9.61,-0.09,-0.20,0.21,-14.06,-14.38,-48.56
2025-12-15 21:05:59.135,0,1015.58,-19.37,305.25,-0.44,1.69,-0.25,-0.16,9.52,-0.04,-0.03,0.22,-14.88,-13.19,-48.88
2025-12-15 21:05:59.251,0,1015.58,-19.37,303.88,-0.94,1.44,-0.30,-0.14,9.49,0.06,0.13,0.23,-14.88,-13.56,-48.00
2025-12-15 21:05:59.364,0,1015.58,-19.37,302.44,-2.06,1.12,-0.44,-0.09,9.09,-0.04,0.19,0.24,-15.19,-14.00,-48.00
2025-12-15 21:05:59.476,0,1015.58,-19.37,300.81,-3.00,1.69,-0.57,-0.16,9.99,-0.12,0.03,0.25,-14.88,-12.06,-48.38
2025-12-15 21:05:59.591,0,1015.58,-19.38,299.25,-2.44,1.81,-0.43,-0.22,9.30,0.06,-0.16,0.26,-15.19,-11.75,-50.00
2025-12-15 21:05:59.706,0,1015.58,-19.38,297.44,-1.81,1.00,-0.12,-0.08,9.26,0.10,0.03,0.27,-14.75,-11.75,-48.25
2025-12-15 21:05:59.819,0,1015.58,-19.40,295.75,-2.88,0.62,-0.22,-0.08,9.81,-0.01,0.31,0.29,-15.75,-11.69,-48.25
2025-12-15 21:05:59.936,0,1015.58,-19.39,293.81,-5.12,0.62,-0.55,-0.19,10.10,0.04,0.32,0.30,-14.50,-10.88,-48.25
2025-12-15 21:06:00.050,0,1015.58,-19.37,292.00,-6.00,0.00,-0.54,-0.10,9.37,0.09,0.07,0.31,-14.75,-9.56,-47.19
2025-12-15 21:06:00.162,0,1015.58,-19.37,290.12,-5.69,-0.19,-0.44,-0.08,9.61,-0.05,-0.07,0.32,-15.88,-10.50,-48.00
2025-12-15 21:06:00.275,0,1015.58,-19.35,288.06,-5.38,0.38,-0.30,-0.07,9.71,-0.21,-0.01,0.33,-15.88,-8.50,-46.75
2025-12-15 21:06:00.390,0,1015.58,-19.35,285.81,-5.56,1.31,-0.45,-0.18,9.24,-0.10,0.07,0.33,-16.75,-8.06,-48.38
2025-12-15 21:06:00.508,0,1015.57,-19.33,283.75,-5.56,1.25,-0.58,-0.10,8.68,-0.00,-0.14,0.34,-17.00,-7.88,-46.06
2025-12-15 21:06:00.622,0,1015.57,-19.32,281.44,-3.62,1.75,-0.53,-0.05,9.38,-0.22,-0.41,0.34,-19.50,-6.56,-47.69
