Time,Pressure_hPa,Abs_Alt_m,Rel_Alt_m,LED_Status
2026-01-26 19:49:51.095313,1016.08,-23.53,-0.05,ON (Low Alt)
2026-01-26 19:49:51.214283,1016.08,-23.52,-0.04,ON (Low Alt)
2026-01-26 19:49:51.317362,1016.08,-23.53,-0.04,ON (Low Alt)
2026-01-26 19:49:51.420420,1016.08,-23.51,-0.03,ON (Low Alt)
2026-01-26 19:49:51.523198,1016.08,-23.53,-0.04,ON (Low Alt)
2026-01-26 19:49:51.626248,1016.08,-23.52,-0.03,ON (Low Alt)
2026-01-26 19:49:51.729301,1016.08,-23.52,-0.04,ON (Low Alt)
2026-01-26 19:49:51.832675,1016.08,-23.54,-0.05,ON (Low Alt)
2026-01-26 19:49:51.938236,1016.08,-23.52,-0.04,ON (Low Alt)
2026-01-26 19:49:52.041682,1016.08,-23.53,-0.05,ON (Low Alt)
2026-01-26 19:49:52.145427,1016.08,-23.53,-0.04,ON (Low Alt)
2026-01-26 19:49:52.250193,1016.08,-23.52,-0.03,ON (Low Alt)
2026-01-26 19:49:52.357692,1016.08,-23.52,-0.03,ON (Low Alt)
2026-01-26 19:49:52.466138,1016.08,-23.52,-0.04,ON (Low Alt)
2026-01-26 19:49:52.598781,1016.08,-23.52,-0.03,ON (Low Alt)
2026-01-26 19:49:52.701570,1016.08,-23.51,-0.02,ON (Low Alt)
2026-01-26 19:49:52.804760,1016.08,-23.52,-0.03,ON (Low Alt)
2026-01-26 19:49:52.908137,1016.08,-23.51,-0.02,ON (Low Alt)
2026-01-26 19:49:53.010870,1016.08,-23.51,-0.03,ON (Low Alt)
2026-01-26 19:49:53.113604,1016.08,-23.51,-0.02,ON (Low Alt)
2026-01-26 19:49:53.216285,1016.08,-23.52,-0.04,ON (Low Alt)
2026-01-26 19:49:53.318943,1016.08,-23.52,-0.03,ON (Low Alt)
2026-01-26 19:49:53.429005,1016.08,-23.54,-0.06,ON (Low Alt)
2026-01-26 19:49:53.532801,1016.08,-23.53,-0.05,ON (Low Alt)
2026-01-26 19:49:53.635886,1016.08,-23.55,-0.06,ON (Low Alt)
2026-01-26 19:49:53.738524,1016.08,-23.53,-0.05,ON (Low Alt)
2026-01-26 19:49:53.841161,1016.08,-23.54,-0.05,ON (Low Alt)
2026-01-26 19:49:53.944399,1016.08,-23.55,-0.07,ON (Low Alt)
2026-01-26 19:49:54.047068,1016.08,-23.55,-0.06,ON (Low Alt)
2026-01-26 19:49:54.149649,1016.08,-23.54,-0.06,ON (Low Alt)
2026-01-26 19:49:54.252459,1016.08,-23.55,-0.06,ON (Low Alt)
2026-01-26 19:49:54.355486,1016.08,-23.57,-0.08,ON (Low Alt)
2026-01-26 19:49:54.458319,1016.08,-23.55,-0.07,ON (Low Alt)
2026-01-26 19:49:54.561186,1016.08,-23.54,-0.05,ON (Low Alt)
2026-01-26 19:49:54.664443,1016.08,-23.53,-0.05,ON (Low Alt)
2026-01-26 19:49:54.767073,1016.08,-23.55,-0.06,ON (Low Alt)
2026-01-26 19:49:54.869918,1016.08,-23.55,-0.07,ON (Low Alt)
2026-01-26 19:49:54.972727,1016.08,-23.55,-0.06,ON (Low Alt)
2026-01-26 19:49:55.075328,1016.08,-23.54,-0.06,ON (Low Alt)
2026-01-26 19:49:55.179575,1016.08,-23.55,-0.06,ON (Low Alt)
2026-01-26 19:49:55.282211,1016.08,-23.55,-0.06,ON (Low Alt)
2026-01-26 19:49:55.385989,1016.08,-23.54,-0.05,ON (Low Alt)
2026-01-26 19:49:55.489149,1016.08,-23.54,-0.05,ON (Low Alt)
2026-01-26 19:49:55.596120,1016.08,-23.53,-0.04,ON (Low Alt)
