Time,Pressure_hPa,Abs_Alt_m,Rel_Alt_m,LED_Status
2026-01-26 19:27:17.620107,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:17.728592,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:17.831105,1015.08,-15.22,0.01,ON (Low Alt)
2026-01-26 19:27:17.933597,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:18.036068,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:18.138480,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:18.240932,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:18.343348,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:18.445829,1015.08,-15.25,-0.01,ON (Low Alt)
2026-01-26 19:27:18.548288,1015.08,-15.26,-0.02,ON (Low Alt)
2026-01-26 19:27:18.650752,1015.08,-15.25,-0.02,ON (Low Alt)
2026-01-26 19:27:18.753233,1015.08,-15.25,-0.01,ON (Low Alt)
2026-01-26 19:27:18.855801,1015.08,-15.24,-0.01,ON (Low Alt)
2026-01-26 19:27:18.958261,1015.08,-15.24,-0.00,ON (Low Alt)
2026-01-26 19:27:19.060689,1015.08,-15.24,-0.00,ON (Low Alt)
2026-01-26 19:27:19.163122,1015.08,-15.24,-0.01,ON (Low Alt)
2026-01-26 19:27:19.265601,1015.08,-15.25,-0.01,ON (Low Alt)
2026-01-26 19:27:19.368096,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:19.470604,1015.08,-15.24,-0.00,ON (Low Alt)
2026-01-26 19:27:19.573040,1015.08,-15.24,-0.01,ON (Low Alt)
2026-01-26 19:27:19.675458,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:19.778130,1015.08,-15.24,-0.01,ON (Low Alt)
2026-01-26 19:27:19.880647,1015.08,-15.24,-0.01,ON (Low Alt)
2026-01-26 19:27:19.983092,1015.08,-15.24,-0.00,ON (Low Alt)
2026-01-26 19:27:20.085586,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:20.188120,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:20.290648,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:20.393119,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:20.495560,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:20.598074,1015.08,-15.19,0.04,ON (Low Alt)
2026-01-26 19:27:20.700578,1015.07,-15.18,0.06,ON (Low Alt)
2026-01-26 19:27:20.803118,1015.08,-15.19,0.05,ON (Low Alt)
2026-01-26 19:27:20.905653,1015.08,-15.19,0.04,ON (Low Alt)
2026-01-26 19:27:21.008183,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:21.110755,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:21.213252,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:21.315801,1015.08,-15.22,0.01,ON (Low Alt)
2026-01-26 19:27:21.418284,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:21.520874,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:21.623391,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:21.725897,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:21.829615,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:21.932718,1015.08,-15.22,0.01,ON (Low Alt)
2026-01-26 19:27:22.035818,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:22.138928,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:22.242024,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:22.345111,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:22.448170,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:22.551174,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:22.654362,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:22.757462,1015.08,-15.22,0.01,ON (Low Alt)
2026-01-26 19:27:22.860578,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:22.963583,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:23.066706,1015.08,-15.19,0.05,ON (Low Alt)
2026-01-26 19:27:23.169701,1015.08,-15.18,0.05,ON (Low Alt)
2026-01-26 19:27:23.272721,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:23.375812,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:23.478856,1015.08,-15.20,0.04,ON (Low Alt)
2026-01-26 19:27:23.581956,1015.08,-15.19,0.04,ON (Low Alt)
2026-01-26 19:27:23.685162,1015.08,-15.20,0.03,ON (Low Alt)
2026-01-26 19:27:23.788242,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:23.891317,1015.08,-15.20,0.03,ON (Low Alt)
2026-01-26 19:27:23.994400,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:24.097467,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:24.200494,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:24.303514,1015.08,-15.20,0.04,ON (Low Alt)
2026-01-26 19:27:24.406685,1015.08,-15.20,0.04,ON (Low Alt)
2026-01-26 19:27:24.509710,1015.08,-15.20,0.04,ON (Low Alt)
2026-01-26 19:27:24.612806,1015.08,-15.19,0.05,ON (Low Alt)
2026-01-26 19:27:24.715943,1015.08,-15.20,0.04,ON (Low Alt)
2026-01-26 19:27:24.819047,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:24.922115,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:25.025205,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:25.128296,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:25.231343,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:25.334480,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:25.437536,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:25.540682,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:25.643718,1015.08,-15.22,0.01,ON (Low Alt)
2026-01-26 19:27:25.746844,1015.08,-15.20,0.04,ON (Low Alt)
2026-01-26 19:27:25.849916,1015.08,-15.19,0.04,ON (Low Alt)
2026-01-26 19:27:25.953054,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:26.056164,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:26.159195,1015.08,-15.24,-0.00,ON (Low Alt)
2026-01-26 19:27:26.262238,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:26.365253,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:26.468326,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:26.571418,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:26.674499,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:26.777687,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:26.880472,1015.08,-15.24,-0.01,ON (Low Alt)
2026-01-26 19:27:26.983512,1015.08,-15.25,-0.01,ON (Low Alt)
2026-01-26 19:27:27.086622,1015.08,-15.24,-0.00,ON (Low Alt)
2026-01-26 19:27:27.189611,1015.08,-15.23,-0.00,ON (Low Alt)
2026-01-26 19:27:27.292661,1015.08,-15.24,-0.01,ON (Low Alt)
2026-01-26 19:27:27.395754,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:27.498747,1015.08,-15.23,0.00,ON (Low Alt)
2026-01-26 19:27:27.601733,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:27.704766,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:27.807978,1015.08,-15.20,0.04,ON (Low Alt)
2026-01-26 19:27:27.911042,1015.08,-15.20,0.03,ON (Low Alt)
2026-01-26 19:27:28.014106,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:28.117193,1015.08,-15.22,0.01,ON (Low Alt)
2026-01-26 19:27:28.220291,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:28.323289,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:28.426309,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:28.529335,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:28.632334,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:28.735340,1015.08,-15.20,0.04,ON (Low Alt)
2026-01-26 19:27:28.838412,1015.08,-15.20,0.03,ON (Low Alt)
2026-01-26 19:27:28.941551,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:29.044553,1015.08,-15.19,0.05,ON (Low Alt)
2026-01-26 19:27:29.147552,1015.08,-15.19,0.04,ON (Low Alt)
2026-01-26 19:27:29.250905,1015.08,-15.20,0.03,ON (Low Alt)
2026-01-26 19:27:29.354107,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:29.457436,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:29.560249,1015.08,-15.20,0.03,ON (Low Alt)
2026-01-26 19:27:29.663189,1015.08,-15.19,0.04,ON (Low Alt)
2026-01-26 19:27:29.766279,1015.08,-15.20,0.04,ON (Low Alt)
2026-01-26 19:27:29.869389,1015.08,-15.20,0.03,ON (Low Alt)
2026-01-26 19:27:29.972429,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:30.075501,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:30.178641,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:30.281724,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:30.384737,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:30.487970,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:30.590989,1015.08,-15.23,0.01,ON (Low Alt)
2026-01-26 19:27:30.694101,1015.08,-15.22,0.01,ON (Low Alt)
2026-01-26 19:27:30.797169,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:30.900376,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:31.003489,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:31.106556,1015.08,-15.22,0.01,ON (Low Alt)
2026-01-26 19:27:31.209568,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:31.312596,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:31.415631,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:31.518604,1015.08,-15.22,0.01,ON (Low Alt)
2026-01-26 19:27:31.621637,1015.08,-15.22,0.01,ON (Low Alt)
2026-01-26 19:27:31.724599,1015.08,-15.21,0.02,ON (Low Alt)
2026-01-26 19:27:31.827872,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:31.930891,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:32.033956,1015.08,-15.21,0.03,ON (Low Alt)
2026-01-26 19:27:32.136906,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:32.239957,1015.08,-15.22,0.02,ON (Low Alt)
2026-01-26 19:27:32.342866,1015.08,-15.23,0.01,ON (Low Alt)
